id_venta,fecha_venta,tipo_dona,cantidad,precio_unitario,total,metodo_pago,id_empleado,sucursal
30651,2025-11-26 23:50:19,Glaseada,1,1.5,1.5,Efectivo,102,Valle
30652,2025-11-27 00:02:32,Mapple,2,1.75,3.5,Tarjeta de Débito,103,Norte
30653,2025-11-27 00:08:51,Glaseada,8,1.5,12.0,Efectivo,103,Sur
30654,2025-11-27 00:34:51,Boston Cream,10,2.5,25.0,Efectivo,106,Sur
30655,2025-11-27 00:37:59,Rellena de Fresa,11,2.25,24.75,Tarjeta de Débito,106,Valle
30656,2025-11-27 00:50:38,Azúcar y Canela,2,1.25,2.5,Tarjeta de Débito,106,Sur
30657,2025-11-27 00:59:31,Glaseada,4,1.5,6.0,Tarjeta de Débito,108,Sur
30658,2025-11-27 01:20:12,Mapple,7,1.75,12.25,Efectivo,107,Norte
30659,2025-11-27 01:24:15,Rellena de Fresa,10,2.25,22.5,Transferencia,102,Sur
30660,2025-11-27 01:27:01,Rellena de Fresa,7,2.25,15.75,Efectivo,102,Centro
30661,2025-11-27 01:28:37,Rellena de Fresa,1,2.25,2.25,Tarjeta de Débito,101,Centro
30662,2025-11-27 01:37:15,Rellena de Fresa,8,2.25,18.0,Transferencia,102,Centro
30663,2025-11-27 01:37:42,Rellena de Fresa,9,2.25,20.25,Transferencia,104,Sur
30664,2025-11-27 01:38:37,Mapple,10,1.75,17.5,Tarjeta de Crédito,108,Norte
30665,2025-11-27 02:10:41,Glaseada,1,1.5,1.5,Efectivo,107,Valle
30666,2025-11-27 02:31:11,Azúcar y Canela,5,1.25,6.25,Transferencia,105,Valle
30667,2025-11-27 02:45:25,Azúcar y Canela,10,1.25,12.5,Transferencia,108,Sur
30668,2025-11-27 03:10:28,Glaseada,9,1.5,13.5,Tarjeta de Crédito,103,Norte
30669,2025-11-27 03:13:40,Chocolate,9,2.0,18.0,Tarjeta de Crédito,101,Sur
30670,2025-11-27 03:37:57,Glaseada,9,1.5,13.5,Tarjeta de Crédito,103,Valle
30671,2025-11-27 03:43:41,Chocolate,11,2.0,22.0,Tarjeta de Débito,103,Valle
30672,2025-11-27 03:47:04,Chocolate,4,2.0,8.0,Transferencia,101,Valle
30673,2025-11-27 03:47:38,Chocolate,6,2.0,12.0,Tarjeta de Débito,106,Centro
30674,2025-11-27 03:47:59,Glaseada,6,1.5,9.0,Transferencia,101,Sur
30675,2025-11-27 03:48:57,Chocolate,6,2.0,12.0,Efectivo,107,Centro
30676,2025-11-27 03:56:36,Mapple,6,1.75,10.5,Transferencia,102,Norte
30677,2025-11-27 04:02:32,Glaseada,10,1.5,15.0,Tarjeta de Crédito,101,Valle
30678,2025-11-27 04:03:33,Chocolate,9,2.0,18.0,Tarjeta de Débito,108,Norte
30679,2025-11-27 04:07:06,Azúcar y Canela,9,1.25,11.25,Transferencia,102,Valle
30680,2025-11-27 04:30:23,Chocolate,1,2.0,2.0,Tarjeta de Crédito,108,Centro
30681,2025-11-27 04:36:17,Rellena de Fresa,9,2.25,20.25,Tarjeta de Débito,103,Norte
30682,2025-11-27 04:42:46,Azúcar y Canela,5,1.25,6.25,Tarjeta de Crédito,103,Norte
30683,2025-11-27 04:43:19,Chocolate,4,2.0,8.0,Efectivo,105,Sur
30684,2025-11-27 04:48:16,Azúcar y Canela,11,1.25,13.75,Transferencia,106,Centro
30685,2025-11-27 05:02:41,Chocolate,1,2.0,2.0,Tarjeta de Débito,106,Norte
30686,2025-11-27 05:07:40,Mapple,9,1.75,15.75,Tarjeta de Débito,107,Sur
30687,2025-11-27 05:19:58,Rellena de Fresa,9,2.25,20.25,Transferencia,103,Valle
30688,2025-11-27 05:21:02,Rellena de Fresa,8,2.25,18.0,Tarjeta de Crédito,103,Centro
30689,2025-11-27 05:24:34,Glaseada,1,1.5,1.5,Transferencia,105,Centro
30690,2025-11-27 05:26:51,Glaseada,5,1.5,7.5,Transferencia,107,Valle
30691,2025-11-27 05:39:39,Boston Cream,1,2.5,2.5,Transferencia,104,Valle
30692,2025-11-27 05:48:42,Chocolate,10,2.0,20.0,Transferencia,105,Sur
30693,2025-11-27 05:48:54,Mapple,6,1.75,10.5,Tarjeta de Débito,106,Norte
30694,2025-11-27 05:56:20,Chocolate,3,2.0,6.0,Tarjeta de Débito,105,Norte
30695,2025-11-27 05:57:34,Rellena de Fresa,9,2.25,20.25,Transferencia,107,Valle
30696,2025-11-27 06:01:37,Boston Cream,9,2.5,22.5,Tarjeta de Débito,103,Centro
30697,2025-11-27 06:04:44,Chocolate,2,2.0,4.0,Transferencia,107,Norte
30698,2025-11-27 06:12:47,Boston Cream,4,2.5,10.0,Tarjeta de Crédito,102,Valle
30699,2025-11-27 06:15:41,Azúcar y Canela,1,1.25,1.25,Tarjeta de Crédito,101,Sur
30700,2025-11-27 06:19:33,Chocolate,5,2.0,10.0,Tarjeta de Crédito,102,Valle
30701,2025-11-27 06:24:30,Mapple,9,1.75,15.75,Tarjeta de Débito,108,Sur
30702,2025-11-27 06:39:14,Boston Cream,10,2.5,25.0,Tarjeta de Crédito,102,Norte
30703,2025-11-27 07:12:15,Mapple,2,1.75,3.5,Tarjeta de Débito,105,Centro
30704,2025-11-27 07:31:30,Chocolate,9,2.0,18.0,Tarjeta de Crédito,101,Valle
30705,2025-11-27 07:34:38,Boston Cream,2,2.5,5.0,Tarjeta de Débito,105,Norte
30706,2025-11-27 07:52:16,Glaseada,12,1.5,18.0,Tarjeta de Crédito,102,Centro
30707,2025-11-27 08:00:59,Mapple,4,1.75,7.0,Tarjeta de Débito,103,Valle
30708,2025-11-27 08:10:42,Glaseada,5,1.5,7.5,Tarjeta de Crédito,106,Valle
30709,2025-11-27 08:33:59,Chocolate,2,2.0,4.0,Tarjeta de Crédito,104,Valle
30710,2025-11-27 08:37:05,Chocolate,6,2.0,12.0,Transferencia,108,Valle
30711,2025-11-27 08:42:05,Mapple,7,1.75,12.25,Efectivo,102,Centro
30712,2025-11-27 08:55:53,Azúcar y Canela,3,1.25,3.75,Efectivo,105,Valle
30713,2025-11-27 09:13:01,Mapple,4,1.75,7.0,Tarjeta de Crédito,106,Centro
30714,2025-11-27 09:29:13,Azúcar y Canela,5,1.25,6.25,Efectivo,102,Valle
30715,2025-11-27 09:31:36,Azúcar y Canela,11,1.25,13.75,Efectivo,104,Valle
30716,2025-11-27 09:46:51,Mapple,6,1.75,10.5,Tarjeta de Débito,105,Centro
30717,2025-11-27 09:50:52,Glaseada,2,1.5,3.0,Tarjeta de Crédito,102,Sur
30718,2025-11-27 10:01:07,Mapple,3,1.75,5.25,Efectivo,108,Centro
30719,2025-11-27 10:11:08,Azúcar y Canela,4,1.25,5.0,Tarjeta de Débito,102,Valle
30720,2025-11-27 10:11:52,Azúcar y Canela,7,1.25,8.75,Efectivo,107,Centro
30721,2025-11-27 10:14:18,Boston Cream,4,2.5,10.0,Transferencia,102,Sur
30722,2025-11-27 10:53:05,Glaseada,7,1.5,10.5,Efectivo,106,Valle
30723,2025-11-27 10:54:18,Boston Cream,9,2.5,22.5,Efectivo,108,Valle
30724,2025-11-27 11:09:41,Azúcar y Canela,7,1.25,8.75,Transferencia,101,Sur
30725,2025-11-27 11:17:32,Azúcar y Canela,10,1.25,12.5,Tarjeta de Débito,108,Valle
30726,2025-11-27 11:24:48,Chocolate,5,2.0,10.0,Efectivo,106,Centro
30727,2025-11-27 11:40:26,Mapple,4,1.75,7.0,Transferencia,102,Sur
30728,2025-11-27 11:47:10,Azúcar y Canela,6,1.25,7.5,Transferencia,107,Sur
30729,2025-11-27 11:51:18,Azúcar y Canela,11,1.25,13.75,Tarjeta de Crédito,107,Sur
30730,2025-11-27 12:20:38,Glaseada,8,1.5,12.0,Tarjeta de Débito,101,Centro
30731,2025-11-27 12:23:57,Azúcar y Canela,8,1.25,10.0,Tarjeta de Débito,108,Norte
30732,2025-11-27 12:36:54,Chocolate,5,2.0,10.0,Efectivo,104,Centro
30733,2025-11-27 12:38:17,Boston Cream,6,2.5,15.0,Tarjeta de Crédito,106,Norte
30734,2025-11-27 12:40:26,Glaseada,1,1.5,1.5,Tarjeta de Crédito,106,Sur
30735,2025-11-27 12:46:19,Glaseada,4,1.5,6.0,Tarjeta de Débito,107,Valle
30736,2025-11-27 13:10:53,Chocolate,3,2.0,6.0,Tarjeta de Crédito,101,Norte
30737,2025-11-27 13:20:06,Chocolate,9,2.0,18.0,Tarjeta de Débito,104,Centro
30738,2025-11-27 14:06:40,Rellena de Fresa,6,2.25,13.5,Transferencia,105,Valle
30739,2025-11-27 14:16:25,Mapple,6,1.75,10.5,Tarjeta de Débito,104,Valle
30740,2025-11-27 14:20:33,Boston Cream,3,2.5,7.5,Efectivo,101,Valle
30741,2025-11-27 14:39:35,Rellena de Fresa,8,2.25,18.0,Tarjeta de Débito,102,Centro
30742,2025-11-27 14:46:17,Mapple,3,1.75,5.25,Tarjeta de Débito,104,Sur
30743,2025-11-27 15:06:08,Boston Cream,2,2.5,5.0,Efectivo,108,Valle
30744,2025-11-27 15:09:46,Chocolate,11,2.0,22.0,Tarjeta de Débito,107,Sur
30745,2025-11-27 15:11:34,Chocolate,10,2.0,20.0,Tarjeta de Débito,106,Valle
30746,2025-11-27 15:22:13,Chocolate,5,2.0,10.0,Tarjeta de Crédito,101,Centro
30747,2025-11-27 15:38:41,Rellena de Fresa,9,2.25,20.25,Tarjeta de Débito,104,Sur
30748,2025-11-27 15:39:44,Mapple,7,1.75,12.25,Efectivo,105,Sur
30749,2025-11-27 15:47:01,Chocolate,7,2.0,14.0,Transferencia,108,Norte
30750,2025-11-27 15:50:26,Boston Cream,3,2.5,7.5,Tarjeta de Débito,108,Valle
30751,2025-11-27 15:51:37,Mapple,1,1.75,1.75,Tarjeta de Crédito,105,Centro
30752,2025-11-27 16:18:42,Azúcar y Canela,5,1.25,6.25,Efectivo,104,Centro
30753,2025-11-27 16:40:57,Mapple,7,1.75,12.25,Tarjeta de Crédito,103,Centro
30754,2025-11-27 16:52:00,Rellena de Fresa,8,2.25,18.0,Tarjeta de Crédito,108,Valle
30755,2025-11-27 16:54:48,Azúcar y Canela,6,1.25,7.5,Efectivo,106,Valle
30756,2025-11-27 16:56:31,Boston Cream,4,2.5,10.0,Efectivo,105,Sur
30757,2025-11-27 17:14:13,Glaseada,9,1.5,13.5,Efectivo,106,Sur
30758,2025-11-27 17:27:58,Chocolate,6,2.0,12.0,Tarjeta de Débito,101,Centro
30759,2025-11-27 17:55:01,Chocolate,8,2.0,16.0,Tarjeta de Débito,102,Valle
30760,2025-11-27 18:04:38,Rellena de Fresa,6,2.25,13.5,Tarjeta de Débito,108,Valle
30761,2025-11-27 18:37:03,Mapple,12,1.75,21.0,Tarjeta de Crédito,106,Centro
30762,2025-11-27 18:45:09,Boston Cream,7,2.5,17.5,Tarjeta de Débito,101,Sur
30763,2025-11-27 18:53:41,Boston Cream,8,2.5,20.0,Tarjeta de Crédito,102,Valle
30764,2025-11-27 19:24:07,Chocolate,12,2.0,24.0,Transferencia,101,Norte
30765,2025-11-27 19:27:41,Chocolate,12,2.0,24.0,Tarjeta de Crédito,108,Valle
30766,2025-11-27 19:31:52,Chocolate,5,2.0,10.0,Transferencia,103,Norte
30767,2025-11-27 19:57:13,Glaseada,2,1.5,3.0,Tarjeta de Crédito,106,Valle
30768,2025-11-27 19:58:15,Boston Cream,9,2.5,22.5,Tarjeta de Crédito,106,Valle
30769,2025-11-27 20:11:05,Boston Cream,7,2.5,17.5,Efectivo,101,Centro
30770,2025-11-27 20:15:44,Boston Cream,4,2.5,10.0,Tarjeta de Crédito,106,Valle
30771,2025-11-27 20:29:11,Mapple,9,1.75,15.75,Tarjeta de Crédito,103,Norte
30772,2025-11-27 20:47:49,Mapple,12,1.75,21.0,Transferencia,108,Sur
30773,2025-11-27 20:48:49,Rellena de Fresa,1,2.25,2.25,Tarjeta de Débito,103,Sur
30774,2025-11-27 20:56:48,Glaseada,9,1.5,13.5,Tarjeta de Débito,107,Sur
30775,2025-11-27 21:09:54,Boston Cream,8,2.5,20.0,Tarjeta de Crédito,106,Norte
30776,2025-11-27 22:00:06,Chocolate,2,2.0,4.0,Tarjeta de Crédito,105,Centro
30777,2025-11-27 22:05:05,Mapple,8,1.75,14.0,Tarjeta de Débito,105,Valle
30778,2025-11-27 22:18:04,Glaseada,11,1.5,16.5,Transferencia,105,Centro
30779,2025-11-27 22:22:23,Mapple,3,1.75,5.25,Efectivo,106,Sur
30780,2025-11-27 22:45:42,Mapple,3,1.75,5.25,Efectivo,108,Valle
30781,2025-11-27 22:54:39,Azúcar y Canela,4,1.25,5.0,Efectivo,103,Sur
30782,2025-11-27 23:13:14,Boston Cream,11,2.5,27.5,Transferencia,108,Norte
30783,2025-11-27 23:18:56,Azúcar y Canela,12,1.25,15.0,Efectivo,102,Centro
30784,2025-11-27 23:20:21,Glaseada,1,1.5,1.5,Tarjeta de Débito,104,Sur
30785,2025-11-27 23:35:10,Rellena de Fresa,1,2.25,2.25,Tarjeta de Crédito,103,Sur
30786,2025-11-27 23:36:55,Glaseada,12,1.5,18.0,Transferencia,105,Sur
30787,2025-11-27 23:44:02,Boston Cream,2,2.5,5.0,Efectivo,103,Centro
30788,2025-11-27 23:47:44,Chocolate,9,2.0,18.0,Efectivo,106,Valle
30789,2025-11-28 00:34:59,Rellena de Fresa,11,2.25,24.75,Tarjeta de Débito,108,Valle
30790,2025-11-28 00:37:28,Chocolate,7,2.0,14.0,Transferencia,104,Sur
30791,2025-11-28 00:42:29,Azúcar y Canela,12,1.25,15.0,Tarjeta de Débito,105,Centro
30792,2025-11-28 00:44:40,Glaseada,5,1.5,7.5,Efectivo,103,Valle
30793,2025-11-28 00:49:01,Chocolate,5,2.0,10.0,Tarjeta de Crédito,104,Sur
30794,2025-11-28 01:02:52,Rellena de Fresa,2,2.25,4.5,Efectivo,108,Sur
30795,2025-11-28 01:06:48,Boston Cream,1,2.5,2.5,Efectivo,105,Valle
30796,2025-11-28 01:07:07,Chocolate,11,2.0,22.0,Efectivo,101,Norte
30797,2025-11-28 01:08:43,Mapple,6,1.75,10.5,Tarjeta de Débito,102,Valle
30798,2025-11-28 01:32:43,Azúcar y Canela,11,1.25,13.75,Efectivo,107,Sur
30799,2025-11-28 01:49:27,Glaseada,2,1.5,3.0,Tarjeta de Crédito,104,Centro
30800,2025-11-28 01:56:09,Boston Cream,11,2.5,27.5,Transferencia,101,Norte
30801,2025-11-28 01:58:36,Chocolate,12,2.0,24.0,Tarjeta de Crédito,108,Valle
30802,2025-11-28 02:05:07,Glaseada,9,1.5,13.5,Tarjeta de Crédito,106,Norte
30803,2025-11-28 02:16:11,Chocolate,5,2.0,10.0,Tarjeta de Débito,102,Sur
30804,2025-11-28 02:19:58,Rellena de Fresa,2,2.25,4.5,Efectivo,106,Valle
30805,2025-11-28 02:57:13,Boston Cream,2,2.5,5.0,Tarjeta de Crédito,103,Valle
30806,2025-11-28 03:10:04,Azúcar y Canela,12,1.25,15.0,Transferencia,102,Centro
30807,2025-11-28 03:16:49,Azúcar y Canela,4,1.25,5.0,Tarjeta de Crédito,107,Sur
30808,2025-11-28 03:17:11,Azúcar y Canela,5,1.25,6.25,Efectivo,108,Norte
30809,2025-11-28 03:18:19,Boston Cream,9,2.5,22.5,Tarjeta de Débito,105,Sur
30810,2025-11-28 03:36:06,Rellena de Fresa,4,2.25,9.0,Efectivo,108,Centro
30811,2025-11-28 04:10:53,Rellena de Fresa,10,2.25,22.5,Transferencia,104,Centro
30812,2025-11-28 04:12:46,Chocolate,7,2.0,14.0,Transferencia,102,Valle
30813,2025-11-28 04:30:32,Glaseada,2,1.5,3.0,Tarjeta de Crédito,104,Norte
30814,2025-11-28 04:35:47,Azúcar y Canela,2,1.25,2.5,Transferencia,105,Centro
30815,2025-11-28 04:38:56,Boston Cream,12,2.5,30.0,Transferencia,105,Valle
30816,2025-11-28 04:56:16,Chocolate,5,2.0,10.0,Tarjeta de Débito,107,Centro
30817,2025-11-28 05:15:03,Mapple,7,1.75,12.25,Efectivo,102,Sur
30818,2025-11-28 05:15:03,Chocolate,7,2.0,14.0,Tarjeta de Crédito,104,Centro
30819,2025-11-28 05:22:55,Mapple,6,1.75,10.5,Transferencia,102,Sur
30820,2025-11-28 05:28:20,Boston Cream,6,2.5,15.0,Tarjeta de Débito,102,Sur
30821,2025-11-28 05:37:08,Azúcar y Canela,1,1.25,1.25,Tarjeta de Crédito,103,Centro
30822,2025-11-28 05:41:27,Glaseada,7,1.5,10.5,Efectivo,104,Sur
30823,2025-11-28 05:49:57,Chocolate,5,2.0,10.0,Tarjeta de Débito,104,Norte
30824,2025-11-28 05:52:52,Boston Cream,8,2.5,20.0,Transferencia,103,Centro
30825,2025-11-28 06:20:06,Boston Cream,5,2.5,12.5,Tarjeta de Débito,104,Valle
30826,2025-11-28 06:45:54,Rellena de Fresa,9,2.25,20.25,Tarjeta de Débito,104,Valle
30827,2025-11-28 06:57:21,Rellena de Fresa,4,2.25,9.0,Tarjeta de Débito,107,Sur
30828,2025-11-28 07:07:23,Rellena de Fresa,12,2.25,27.0,Efectivo,101,Valle
30829,2025-11-28 07:13:31,Azúcar y Canela,1,1.25,1.25,Transferencia,104,Sur
30830,2025-11-28 07:21:47,Boston Cream,5,2.5,12.5,Tarjeta de Crédito,103,Valle
30831,2025-11-28 07:31:30,Rellena de Fresa,11,2.25,24.75,Transferencia,101,Centro
30832,2025-11-28 07:38:41,Mapple,9,1.75,15.75,Efectivo,106,Centro
30833,2025-11-28 07:44:47,Rellena de Fresa,5,2.25,11.25,Transferencia,103,Valle
30834,2025-11-28 07:46:21,Rellena de Fresa,1,2.25,2.25,Tarjeta de Crédito,106,Valle
30835,2025-11-28 08:21:22,Mapple,11,1.75,19.25,Efectivo,103,Norte
30836,2025-11-28 08:21:25,Rellena de Fresa,1,2.25,2.25,Efectivo,101,Valle
30837,2025-11-28 09:03:29,Boston Cream,2,2.5,5.0,Transferencia,106,Centro
30838,2025-11-28 09:09:15,Glaseada,2,1.5,3.0,Transferencia,104,Sur
30839,2025-11-28 09:34:31,Azúcar y Canela,4,1.25,5.0,Transferencia,106,Norte
30840,2025-11-28 09:50:31,Mapple,4,1.75,7.0,Tarjeta de Crédito,108,Valle
30841,2025-11-28 10:04:36,Chocolate,10,2.0,20.0,Transferencia,106,Valle
30842,2025-11-28 10:11:44,Azúcar y Canela,1,1.25,1.25,Efectivo,106,Norte
30843,2025-11-28 10:20:07,Glaseada,6,1.5,9.0,Tarjeta de Débito,103,Centro
30844,2025-11-28 10:20:30,Chocolate,7,2.0,14.0,Efectivo,107,Centro
30845,2025-11-28 10:34:01,Azúcar y Canela,3,1.25,3.75,Transferencia,106,Centro
30846,2025-11-28 10:42:22,Mapple,2,1.75,3.5,Transferencia,108,Norte
30847,2025-11-28 10:49:11,Boston Cream,6,2.5,15.0,Tarjeta de Crédito,105,Valle
30848,2025-11-28 11:38:45,Chocolate,6,2.0,12.0,Tarjeta de Crédito,107,Valle
30849,2025-11-28 11:39:14,Azúcar y Canela,7,1.25,8.75,Transferencia,103,Norte
30850,2025-11-28 12:06:04,Chocolate,4,2.0,8.0,Efectivo,103,Sur
30851,2025-11-28 12:18:23,Mapple,5,1.75,8.75,Tarjeta de Crédito,108,Valle
30852,2025-11-28 12:48:43,Rellena de Fresa,7,2.25,15.75,Efectivo,105,Valle
30853,2025-11-28 12:56:56,Chocolate,7,2.0,14.0,Efectivo,106,Centro
30854,2025-11-28 13:06:38,Glaseada,9,1.5,13.5,Tarjeta de Débito,106,Sur
30855,2025-11-28 13:11:11,Rellena de Fresa,6,2.25,13.5,Transferencia,106,Norte
30856,2025-11-28 13:14:43,Rellena de Fresa,11,2.25,24.75,Tarjeta de Débito,105,Sur
30857,2025-11-28 13:15:34,Glaseada,4,1.5,6.0,Tarjeta de Crédito,106,Centro
30858,2025-11-28 13:17:54,Chocolate,9,2.0,18.0,Tarjeta de Débito,107,Sur
30859,2025-11-28 13:21:48,Chocolate,4,2.0,8.0,Tarjeta de Crédito,105,Valle
30860,2025-11-28 13:23:05,Rellena de Fresa,3,2.25,6.75,Tarjeta de Crédito,107,Valle
30861,2025-11-28 13:24:40,Glaseada,5,1.5,7.5,Efectivo,102,Norte
30862,2025-11-28 13:39:18,Chocolate,11,2.0,22.0,Transferencia,103,Norte
30863,2025-11-28 13:45:34,Rellena de Fresa,6,2.25,13.5,Tarjeta de Débito,104,Centro
30864,2025-11-28 13:45:49,Mapple,6,1.75,10.5,Efectivo,107,Norte
30865,2025-11-28 14:01:03,Glaseada,8,1.5,12.0,Tarjeta de Débito,104,Centro
30866,2025-11-28 14:22:19,Azúcar y Canela,5,1.25,6.25,Tarjeta de Débito,108,Norte
30867,2025-11-28 14:49:13,Glaseada,12,1.5,18.0,Tarjeta de Débito,105,Norte
30868,2025-11-28 14:50:29,Mapple,5,1.75,8.75,Tarjeta de Débito,108,Valle
30869,2025-11-28 15:15:42,Mapple,6,1.75,10.5,Tarjeta de Débito,101,Valle
30870,2025-11-28 15:16:11,Boston Cream,1,2.5,2.5,Efectivo,103,Centro
30871,2025-11-28 15:45:43,Chocolate,2,2.0,4.0,Efectivo,107,Norte
30872,2025-11-28 16:17:30,Glaseada,3,1.5,4.5,Transferencia,108,Norte
30873,2025-11-28 16:24:29,Mapple,10,1.75,17.5,Tarjeta de Crédito,105,Norte
30874,2025-11-28 16:57:11,Glaseada,5,1.5,7.5,Tarjeta de Crédito,105,Valle
30875,2025-11-28 17:22:09,Mapple,8,1.75,14.0,Transferencia,105,Centro
30876,2025-11-28 17:29:16,Mapple,11,1.75,19.25,Tarjeta de Crédito,102,Centro
30877,2025-11-28 17:47:41,Chocolate,2,2.0,4.0,Efectivo,104,Norte
30878,2025-11-28 17:52:39,Mapple,4,1.75,7.0,Efectivo,106,Centro
30879,2025-11-28 17:54:42,Mapple,6,1.75,10.5,Transferencia,108,Valle
30880,2025-11-28 18:00:01,Azúcar y Canela,10,1.25,12.5,Efectivo,107,Valle
30881,2025-11-28 18:18:24,Glaseada,3,1.5,4.5,Transferencia,107,Sur
30882,2025-11-28 18:36:51,Mapple,10,1.75,17.5,Efectivo,101,Centro
30883,2025-11-28 18:40:42,Chocolate,9,2.0,18.0,Efectivo,105,Valle
30884,2025-11-28 18:45:00,Mapple,12,1.75,21.0,Efectivo,101,Valle
30885,2025-11-28 18:59:36,Boston Cream,2,2.5,5.0,Tarjeta de Débito,106,Valle
30886,2025-11-28 19:10:31,Boston Cream,9,2.5,22.5,Transferencia,105,Sur
30887,2025-11-28 19:12:13,Glaseada,7,1.5,10.5,Efectivo,101,Valle
30888,2025-11-28 19:30:47,Glaseada,10,1.5,15.0,Transferencia,108,Centro
30889,2025-11-28 19:38:34,Glaseada,4,1.5,6.0,Tarjeta de Débito,105,Valle
30890,2025-11-28 20:03:51,Azúcar y Canela,9,1.25,11.25,Efectivo,108,Valle
30891,2025-11-28 20:04:50,Glaseada,4,1.5,6.0,Efectivo,102,Sur
30892,2025-11-28 20:12:29,Rellena de Fresa,11,2.25,24.75,Transferencia,103,Centro
30893,2025-11-28 20:37:27,Azúcar y Canela,2,1.25,2.5,Tarjeta de Débito,103,Centro
30894,2025-11-28 20:44:33,Azúcar y Canela,8,1.25,10.0,Tarjeta de Débito,106,Norte
30895,2025-11-28 20:49:31,Boston Cream,8,2.5,20.0,Transferencia,106,Norte
30896,2025-11-28 20:51:13,Chocolate,12,2.0,24.0,Transferencia,106,Sur
30897,2025-11-28 21:11:23,Mapple,12,1.75,21.0,Tarjeta de Crédito,107,Sur
30898,2025-11-28 21:12:36,Glaseada,12,1.5,18.0,Efectivo,101,Centro
30899,2025-11-28 21:14:54,Rellena de Fresa,3,2.25,6.75,Efectivo,103,Valle
30900,2025-11-28 21:17:14,Glaseada,4,1.5,6.0,Transferencia,108,Sur
30901,2025-11-28 21:20:11,Glaseada,3,1.5,4.5,Transferencia,103,Valle
30902,2025-11-28 21:25:09,Mapple,12,1.75,21.0,Transferencia,108,Valle
30903,2025-11-28 21:30:25,Boston Cream,11,2.5,27.5,Transferencia,107,Norte
30904,2025-11-28 21:36:55,Azúcar y Canela,11,1.25,13.75,Tarjeta de Crédito,104,Valle
30905,2025-11-28 22:01:14,Rellena de Fresa,3,2.25,6.75,Transferencia,107,Valle
30906,2025-11-28 22:01:51,Chocolate,8,2.0,16.0,Transferencia,106,Centro
30907,2025-11-28 22:02:48,Glaseada,9,1.5,13.5,Efectivo,102,Valle
30908,2025-11-28 22:09:43,Chocolate,10,2.0,20.0,Tarjeta de Crédito,106,Norte
30909,2025-11-28 22:42:23,Glaseada,8,1.5,12.0,Efectivo,105,Centro
30910,2025-11-28 23:10:29,Glaseada,1,1.5,1.5,Tarjeta de Débito,108,Valle
30911,2025-11-28 23:32:01,Boston Cream,10,2.5,25.0,Tarjeta de Débito,104,Valle
30912,2025-11-28 23:51:58,Glaseada,8,1.5,12.0,Transferencia,108,Centro
30913,2025-11-28 23:52:34,Boston Cream,9,2.5,22.5,Tarjeta de Crédito,108,Sur
30914,2025-11-29 00:00:16,Boston Cream,10,2.5,25.0,Tarjeta de Crédito,106,Centro
30915,2025-11-29 00:11:20,Glaseada,6,1.5,9.0,Transferencia,104,Sur
30916,2025-11-29 00:17:27,Boston Cream,4,2.5,10.0,Efectivo,104,Sur
30917,2025-11-29 00:29:47,Glaseada,7,1.5,10.5,Tarjeta de Crédito,106,Norte
30918,2025-11-29 00:30:37,Azúcar y Canela,2,1.25,2.5,Transferencia,103,Centro
30919,2025-11-29 00:33:35,Mapple,3,1.75,5.25,Tarjeta de Débito,108,Centro
30920,2025-11-29 00:33:43,Azúcar y Canela,3,1.25,3.75,Transferencia,107,Sur
30921,2025-11-29 00:55:15,Boston Cream,6,2.5,15.0,Tarjeta de Crédito,104,Norte
30922,2025-11-29 00:58:52,Glaseada,6,1.5,9.0,Efectivo,107,Centro
30923,2025-11-29 01:04:40,Boston Cream,4,2.5,10.0,Tarjeta de Débito,108,Norte
30924,2025-11-29 01:11:45,Mapple,9,1.75,15.75,Efectivo,105,Sur
30925,2025-11-29 01:16:58,Rellena de Fresa,4,2.25,9.0,Efectivo,103,Centro
30926,2025-11-29 01:18:46,Mapple,9,1.75,15.75,Tarjeta de Crédito,106,Valle
30927,2025-11-29 01:24:21,Mapple,12,1.75,21.0,Transferencia,101,Centro
30928,2025-11-29 01:40:41,Rellena de Fresa,5,2.25,11.25,Tarjeta de Débito,103,Valle
30929,2025-11-29 02:20:01,Glaseada,4,1.5,6.0,Tarjeta de Débito,103,Centro
30930,2025-11-29 02:20:06,Mapple,8,1.75,14.0,Tarjeta de Crédito,106,Centro
30931,2025-11-29 02:33:38,Rellena de Fresa,10,2.25,22.5,Transferencia,105,Centro
30932,2025-11-29 02:37:55,Azúcar y Canela,4,1.25,5.0,Transferencia,105,Valle
30933,2025-11-29 02:46:10,Chocolate,11,2.0,22.0,Efectivo,105,Sur
30934,2025-11-29 02:47:02,Glaseada,6,1.5,9.0,Transferencia,105,Norte
30935,2025-11-29 03:09:27,Chocolate,4,2.0,8.0,Tarjeta de Crédito,106,Norte
30936,2025-11-29 03:44:13,Rellena de Fresa,1,2.25,2.25,Tarjeta de Débito,107,Norte
30937,2025-11-29 03:59:46,Azúcar y Canela,10,1.25,12.5,Efectivo,104,Sur
30938,2025-11-29 04:14:39,Chocolate,12,2.0,24.0,Tarjeta de Débito,101,Sur
30939,2025-11-29 04:33:39,Azúcar y Canela,12,1.25,15.0,Efectivo,105,Centro
30940,2025-11-29 04:54:33,Azúcar y Canela,3,1.25,3.75,Tarjeta de Débito,108,Norte
30941,2025-11-29 05:15:09,Rellena de Fresa,2,2.25,4.5,Tarjeta de Débito,108,Centro
